"id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","question_id"
479,372,"3_tb_1_s_s_ex",3,"attention_check",6,"sink","sink","True",7399.70000004768,479,"start_loc"
480,372,"3_tb_1_s_s_ex",3,"attention_check",7,"basket","basket","True",5687,480,"end_loc"
482,390,"8_tb_1_e_e_ex",8,"attention_check",6,"hall","none","False",13740,482,"start_loc"
483,390,"8_tb_1_e_e_ex",8,"attention_check",7,"bedroom","moral","False",14443,483,"end_loc"
485,181,"4_fb_1_s_s_im",4,"attention_check",6,"shed","shed","True",6908.79999995232,485,"start_loc"
486,181,"4_fb_1_s_s_im",4,"attention_check",7,"garage","garage","True",9254.5,486,"end_loc"
488,381,"7_tb_1_e_s_ex",7,"attention_check",6,"garage","garage","True",6775.90000000037,488,"start_loc"
489,381,"7_tb_1_e_s_ex",7,"attention_check",7,"fridge","refrigerator ","False",12904.8000000007,489,"end_loc"
491,147,"8_tb_1_s_e_ex",8,"attention_check",6,"hall","hall","True",12027.8000001907,491,"start_loc"
492,147,"8_tb_1_s_e_ex",8,"attention_check",7,"bedroom","bedroom","True",12960.1000001431,492,"end_loc"
494,482,"8_fb_1_e_e_im",8,"attention_check",6,"hall","hall","True",3801,494,"start_loc"
495,482,"8_fb_1_e_e_im",8,"attention_check",7,"bedroom","bedroom","True",3625,495,"end_loc"
497,466,"5_fb_1_s_e_im",5,"attention_check",6,"hall","hall","True",7336.40000000596,497,"start_loc"
498,466,"5_fb_1_s_e_im",5,"attention_check",7,"study","study","True",3978.30000001192,498,"end_loc"
500,262,"11_tb_1_e_s_ex",11,"attention_check",6,"suitcase","backpack","False",9171.20000004768,500,"start_loc"
501,262,"11_tb_1_e_s_ex",11,"attention_check",7,"backpack","suitcase","False",6391.79999995232,501,"end_loc"
503,161,"6_tb_1_e_s_ex",6,"attention_check",6,"drawer","drawer ","False",11302,503,"start_loc"
504,161,"6_tb_1_e_s_ex",6,"attention_check",7,"cabinet","cabinet","True",7842.69999999553,504,"end_loc"
506,371,"5_fb_1_e_e_im",5,"attention_check",6,"hall","hall","True",11677.8999999762,506,"start_loc"
507,371,"5_fb_1_e_e_im",5,"attention_check",7,"study","study","True",8499.89999997616,507,"end_loc"
509,224,"2_fb_1_s_s_ex",2,"attention_check",6,"cupboard","counter","False",9321.30000000075,509,"start_loc"
510,224,"2_fb_1_s_s_ex",2,"attention_check",7,"fridge","fridge","True",6834.19999999925,510,"end_loc"
512,460,"8_tb_1_s_e_im",8,"attention_check",6,"hall","Livingroom","False",19547.5,512,"start_loc"
